person_id,spouse_id,marriage_id,union_status,m_number,is_old_style,m_day,m_month,m_year,church_id,place_id,m_admin_division,m_civil_place_details,m_civil_place_address,date_sort
124149,124148,M_124149,,1,,,,,,,,,,
124672,124673,M_124672,,1,,,,,,,,,,
124673,124672,M_124673,,1,,,,,,,,,,
124676,,M_124676_1,,1,,,,1490,,,,,,1490-00-00
124676,124677,M_124676_2,,2,,,,1502,,,,,,1502-00-00
124677,124676,M_124677,,1,,,,,,,,,,
128528,128529,M_128528,,1,,,,1513,,,,,,1513-00-00
128529,128528,M_128529,,1,,,,,,,,,,
129024,129025,M_129024,,1,,,1,1443,,,,,,1443-01-00
129025,489640,M_129025_1,,1,,,,,,,,,,
129025,129024,M_129025_2,,2,,,,,,,,,,
129026,129027,M_129026,,1,,,,,,,,,,
129027,129026,M_129027,,1,,,,,,,,,,
130304,64513,M_130304_64513,,,,,,,,,,,,
130306,130307,M_130306_130307,,,,,,,,,,,,
130307,130306,M_130307_130306,,,,,,,,,,,,
130328,130329,M_130328,,1,,,,,,,,,,
130329,130328,M_130329,,1,,,,,,,,,,
234624,234625,M_234624_234625,,,,,,,,,,,,
234625,234624,M_234625_234624,,,,,,,,,,,,
234626,234627,M_234626_234627,,,,,,,,,,,,
234627,234626,M_234627_234626,,,,,,,,,,,,
235008,235009,M_235008_235009,,,,,,,,,,,,
235009,235008,M_235009_235008,,,,,,,,,,,,
235014,235015,M_235014_235015,,,,,,,,,,,,
235015,235014,M_235015_235014,,,,,,,,,,,,
235056,235057,M_235056_235057,,,,,,,,,,,,
235057,235056,M_235057_235056,,,,,,,,,,,,
235058,235059,M_235058_235059,,,,,,,,,,,,
235059,235058,M_235059_235058,,,,,,,,,,,,
235072,235073,M_235072_235073,,,,,,,,,,,,
235073,235072,M_235073_235072,,,,,,,,,,,,
235392,235393,M_235392_235393,,,,,,,,,,,,
235393,235392,M_235393_235392,,,,,,,,,,,,
235394,235395,M_235394_235395,,,,,,,,,,,,
235395,235394,M_235395_235394,,,,,,,,,,,,
235408,235409,M_235408_235409,,,,,,,,,,,,
235409,235408,M_235409_235408,,,,,,,,,,,,
244820,,M_244820,,1,,,,1478,,,,,,1478-00-00
245926,245927,M_245926,,1,,,,,,,,,,
245927,245926,M_245927,,1,,,,,,,,,,
247364,247365,M_247364,,1,,,,,,,,,,
247365,989500,M_247365_1,,1,,,,,,,,,,
247365,247364,M_247365_2,,2,,,,,,,,,,
247368,247369,M_247368,,1,,,,1500,,,,,,1500-00-00
247369,247368,M_247369,,1,,,,,,,,,,
247372,247373,M_247372,,1,,,,,,,,,,
247373,247372,M_247373,,1,,,,,,,,,,
247374,247375,M_247374,,1,,,,1541,,,,,,1541-00-00
247375,247374,M_247375,,1,,,,,,,,,,
247936,247937,M_247936,,1,,,,,,,,,,
247937,247936,M_247937,,1,,,,,,,,,,
249346,249347,M_249346,,1,,,,,,,,,,
249347,249346,M_249347,,1,,,,,,,,,,
257056,64513,M_257056,,1,,,,,,,,,,
257058,257059,M_257058,,1,,,1,1492,,,,,,1492-01-00
257059,257058,M_257059,,1,,,,,,,,,,
470024,470025,M_470024_470025,,,,,,,,,,,,
470025,470024,M_470025_470024,,,,,,,,,,,,
470114,470115,M_470114_470115,,,,,,,,,,,,
470115,470114,M_470115_470114,,,,,,,,,,,,
470144,470145,M_470144_470145,,,,,,,,,,,,
470145,470144,M_470145_470144,,,,,,,,,,,,
470146,470147,M_470146_470147,,,,,,,,,,,,
470147,470146,M_470147_470146,,,,,,,,,,,,
470816,470817,M_470816_470817,,,,,,,,,,,,
470817,470816,M_470817_470816,,,,,,,,,,,,
470818,470819,M_470818_470819,,,,,,,,,,,,
470819,470818,M_470819_470818,,,,,,,,,,,,
489640,129025,M_489640,,1,,,,,,,,,,
491855,,M_491855_1,,1,,,,,,,,,,
491855,,M_491855_2,,2,,,,,,,,,,
491855,,M_491855_3,,3,,,,,,,,,,
494730,494731,M_494730,,1,,,,,,,,,,
494731,494730,M_494731,,1,,,,,,,,,,
494738,494739,M_494738_1,,1,,,,,,,,,,
494738,,M_494738_2,,2,,,,1520,,,,,,1520-00-00
494739,494738,M_494739,,1,,,,,,,,,,
494750,,M_494750_1,,1,,,,1520,,,,,,1520-00-00
494750,,M_494750_2,,2,,,,1541,,,,,,1541-00-00
514116,,M_514116,,1,,,,,,,,,,
521226,521227,M_521226_521227,,,,,,,,,,,,
521227,521226,M_521227_521226,,,,,,,,,,,,
940230,940231,M_940230_940231,,,,,,,,,,,,
940231,940230,M_940231_940230,,,,,,,,,,,,
940292,940293,M_940292_940293,,,,,,,,,,,,
940293,940292,M_940293_940292,,,,,,,,,,,,
941634,941635,M_941634_941635,,,,,,,,,,,,
941635,941634,M_941635_941634,,,,,,,,,,,,
941638,941639,M_941638_941639,,,,,,,,,,,,
941639,941638,M_941639_941638,,,,,,,,,,,,
989500,247365,M_989500,,1,,,,1492,,,,,,1492-00-00
1028234,1028235,M_1028234,,1,,,,,,,,,,
1028235,1028234,M_1028235,,1,,,,,,,,,,
1880586,1880587,M_1880586_1880587,,,,,,,,,,,,
1880587,1880586,M_1880587_1880586,,,,,,,,,,,,
1880602,1880603,M_1880602_1880603,,,,,,,,,,,,
1880603,1880602,M_1880603_1880602,,,,,,,,,,,,
1979000,1979001,M_1979000,,1,,,,,,,,,,
1979001,1979000,M_1979001,,1,,,,,,,,,,
3761172,3761173,M_3761172_3761173,,,,,,,,,,,,
3761173,3761172,M_3761173_3761172,,,,,,,,,,,,
3761174,3761175,M_3761174_3761175,,,,,,,,,,,,
3761175,3761174,M_3761175_3761174,,,,,,,,,,,,
3766528,3766529,M_3766528_3766529,,,,,,,,,,,,
3766529,3766528,M_3766529_3766528,,,,,,,,,,,,
7533056,7533057,M_7533056_7533057,,,,,,,,,,,,
7533057,7533056,M_7533057_7533056,,,,,,,,,,,,
15044688,15044689,M_15044688_15044689,,,,,,,,,,,,
15044689,15044688,M_15044689_15044688,,,,,,,,,,,,
30089600,30089601,M_30089600_30089601,,,,,,,,,,,,
30089601,30089600,M_30089601_30089600,,,,,,,,,,,,
123246084096,123246084097,M_123246084096_123246084097,,,,,,,,,,,,
123246084097,123246084096,M_123246084097_123246084096,,,,,,,,,,,,
1971937345536,1971937345537,M_1971937345536_1971937345537,,,,,,,,,,,,
1971937345537,1971937345536,M_1971937345537_1971937345536,,,,,,,,,,,,
