person_id,date,icon,title
4,14 грудня 1943,https://upload.wikimedia.org/wikipedia/commons/b/b9/Medal_of_Valour%2C_Soviet_Union.png,медаль «За відвагу»
4,27 липня 1944,https://upload.wikimedia.org/wikipedia/commons/b/b9/Medal_of_Valour%2C_Soviet_Union.png,медаль «За відвагу»
4,14 жовтня 1944,https://upload.wikimedia.org/wikipedia/commons/b/b9/Medal_of_Valour%2C_Soviet_Union.png,медаль «За відвагу»
4,20 жовтня 1988,https://upload.wikimedia.org/wikipedia/commons/3/3c/Order_Of_The_Patriotic_War_%282nd_Class%29.png,медаль «Орден Вітчизняної війни II ступеню»
